UID,SAMPLEID,STATION,MODEL,O,E,OE,MMI,AIM_rtg,MODELTEST,COUNT,INVASIVE_MACRO
11628,150799,AR-LS-8014,NV_MMI,,,,42.20842871,Impaired,Pass,217,ABSENT
11625,150800,AR-LS-8003,NV_MMI,,,,29.10166661,Impaired,Fail,300,ABSENT
11779,150801,AR-SS-8022,NV_MMI,,,,26.15544257,Impaired,Pass,300,ABSENT
11629,150802,AR-LS-8018,NV_MMI,,,,54.49175856,Reference,Pass,300,ABSENT
11676,150803,AR-LS-8036,NV_MMI,,,,49.20026003,Reference,Fail,300,ABSENT
11775,150804,AR-SS-8008,NV_MMI,,,,56.10307625,Reference,Pass,300,ABSENT
11677,150805,AR-LS-8029,NV_MMI,,,,47.43318868,Reference,Pass,300,ABSENT
11780,150806,AR-SS-8030,NV_MMI,,,,29.45095938,Impaired,Pass,262,ABSENT
11627,150807,AR-LS-8013,NV_MMI,,,,46.80688324,Undetermined,Pass,300,ABSENT
12366,150808,AR-SS-8006,NV_MMI,,,,17.96690754,Impaired,Pass,158,ABSENT
11777,150809,AR-SS-8017,NV_MMI,,,,37.64022886,Impaired,Fail,300,ABSENT
11776,150810,AR-SS-8010,NV_MMI,,,,52.27187642,Reference,Pass,300,ABSENT
11675,150811,AR-LS-8038,NV_MMI,,,,16.41473451,Impaired,Pass,300,ABSENT
11778,150812,AR-SS-8019,NV_MMI,,,,51.19893556,Reference,Pass,300,ABSENT
11626,150813,AR-LS-8007,NV_MMI,,,,52.11684817,Reference,Fail,300,ABSENT
11630,150814,AR-LS-8026,NV_MMI,,,,59.08437296,Reference,Pass,300,ABSENT
12368,150815,SU-SS-8344,NV_MMI,,,,45.18807425,Undetermined,Pass,300,ABSENT
12369,150816,SU-LS-8336,NV_MMI,,,,22.61059355,Impaired,Pass,14,ABSENT
12472,150817,SU-LS-8332,NV_MMI,,,,45.28490836,Undetermined,Pass,300,ABSENT
12362,150818,SU-LS-8325,NV_MMI,,,,44.32117306,Impaired,Pass,300,ABSENT
12364,150819,SU-LS-8323,NV_MMI,,,,36.82777359,Impaired,Pass,300,ABSENT
12476,150820,SU-SS-8322,NV_MMI,,,,34.83972451,Impaired,Fail,300,ABSENT
12475,150821,SU-RO-8314,NV_MMI,,,,39.8555612,Impaired,Pass,300,ABSENT
12474,150822,SU-LS-8313,NV_MMI,,,,43.24052581,Impaired,Pass,300,ABSENT
12473,150823,HC-SS-8486,NV_MMI,,,,45.11888787,Undetermined,Pass,300,ABSENT
12452,150824,HC-SS-8480,NV_MMI,,,,30.70309147,Impaired,Pass,300,ABSENT
12470,150825,HC-SS-8475,NV_MMI,,,,34.67536504,Impaired,Pass,300,ABSENT
11783,150826,HC-SS-8465,NV_MMI,,,,29.09044954,Impaired,Pass,300,ABSENT
12471,150827,HC-SS-8456,NV_MMI,,,,27.12254692,Impaired,Pass,300,ABSENT
11782,150828,HC-SS-8454,NV_MMI,,,,29.93430875,Impaired,Pass,300,ABSENT
11781,150829,HC-SS-8452,NV_MMI,,,,25.30428336,Impaired,Pass,300,ABSENT
11800,150830,SU-LS-8320,NV_MMI,,,,50.63878629,Reference,Pass,300,ABSENT
11802,150831,SU-SS-8318,NV_MMI,,,,34.6023242,Impaired,Pass,300,ABSENT
11801,150832,SU-LS-8340,NV_MMI,,,,55.07944982,Reference,Pass,300,ABSENT
11799,150833,RS-SS-0001,NV_MMI,,,,19.38488641,Impaired,Fail,300,ABSENT
12479,150834,TP-RO-8230,NV_MMI,,,,30.77038343,Impaired,Pass,274,ABSENT
12478,150835,TP-RO-8216,NV_MMI,,,,56.14310749,Reference,Pass,300,ABSENT
12427,150836,EL-SS-8135,NV_MMI,,,,55.3266595,Reference,Pass,300,ABSENT
12454,150837,EL-SS-8123,NV_MMI,,,,62.32019067,Reference,Fail,300,ABSENT
12363,150838,TP-LS-8228,NV_MMI,,,,52.63104009,Reference,Pass,300,ABSENT
12426,150839,EL-LS-8131,NV_MMI,,,,65.4835713,Reference,Pass,300,ABSENT
12453,150840,EL-SS-8124,NV_MMI,,,,20.95917593,Impaired,Fail,300,ABSENT
12423,150841,TP-SS-8225,NV_MMI,,,,42.26925301,Impaired,Pass,300,ABSENT
12421,150842,EL-SS-8127,NV_MMI,,,,48.32541584,Reference,Pass,300,ABSENT
12424,150843,TP-SS-8212,NV_MMI,,,,43.06461242,Impaired,Pass,300,ABSENT
12425,150844,EL-LS-8134,NV_MMI,,,,55.65165537,Reference,Fail,300,ABSENT
12420,150845,EL-LS-8139,NV_MMI,,,,42.19985149,Impaired,Fail,300,ABSENT
12365,150846,EL-SS-8132,NV_MMI,,,,31.82060865,Impaired,Pass,300,ABSENT
12367,150847,EL-LS-8130,NV_MMI,,,,54.64610757,Reference,Fail,300,ABSENT
12422,150848,EL-SS-8127,NV_MMI,,,,57.21536644,Reference,Pass,300,ABSENT
12438,150849,EL-LS-8121,NV_MMI,,,,43.4693467,Impaired,Fail,300,ABSENT
12419,150850,TP-LS-8240,NV_MMI,,,,51.8780424,Reference,Pass,300,ABSENT
12440,150851,TP-LS-8224,NV_MMI,,,,35.63775471,Impaired,Pass,300,ABSENT
12455,150852,TP-SS-8231,NV_MMI,,,,46.97526349,Undetermined,Fail,300,ABSENT
12456,150853,TP-SS-8215,NV_MMI,,,,40.49639193,Impaired,Fail,300,ABSENT
12437,150854,TP-SS-8223,NV_MMI,,,,45.86024045,Undetermined,Pass,300,ABSENT
12477,150855,TP-LS-8235,NV_MMI,,,,34.62865654,Impaired,Pass,300,ABSENT
12457,150856,EL-LS-8134,NV_MMI,,,,59.14505099,Reference,Fail,300,ABSENT
12439,150857,EL-LS-8129,NV_MMI,,,,38.67963628,Impaired,Fail,300,ABSENT
12418,150858,EL-LS-8133,NV_MMI,,,,50.07217429,Reference,Fail,300,ABSENT
3134919174,152832,EL-LS-8136,NV_MMI,,,,54.36170081,Reference,Fail,300,ABSENT
4501931467,152833,EL-LS-8126,NV_MMI,,,,52.47617271,Reference,Pass,300,ABSENT
2101326466,152834,SU-SS-8315,NV_MMI,,,,43.31483531,Impaired,Pass,300,ABSENT
1644494991,152835,EL-SS-8143,NV_MMI,,,,34.39478512,Impaired,Pass,300,ABSENT
5250818050,152836,AR-RO-8001,NV_MMI,,,,50.94601773,Reference,Pass,300,ABSENT
9906345146,152837,SU-RO-8330,NV_MMI,,,,40.11590554,Impaired,Pass,300,ABSENT
1719845190,152838,AR-RO-8059,NV_MMI,,,,25.84012592,Impaired,Fail,300,ABSENT
1632243014,152839,AR-LS-8032,NV_MMI,,,,36.93925712,Impaired,Fail,300,ABSENT
2282844338,152840,AR-SS-8066,NV_MMI,,,,53.9548091,Reference,Pass,300,ABSENT
5353841249,152841,SU-LS-8348,NV_MMI,,,,41.64522962,Impaired,Pass,300,ABSENT
5223418430,152842,AR-RO-8047,NV_MMI,,,,64.19624641,Reference,Fail,294,ABSENT
7458804319,152843,EL-LS-8137,NV_MMI,,,,47.34799989,Reference,Pass,300,ABSENT
7417360746,152844,SU-SS-8311,NV_MMI,,,,52.42946903,Reference,Pass,300,ABSENT
10377,153061,XE-SS-5113,Westwide,2,10.108195,0.197859,,Poor,Pass,300,ABSENT
10377,153061,,Westwide2018_OtherEcoregions,2,4.934700042,0.405293125,,Fair,Fail,300,ABSENT
10376,153062,XE-SS-5104,Westwide,3,10.08448,0.297487,,Poor,Pass,300,ABSENT
10374,153063,XE-RO-5083,CO_EDAS-Biotype1,,,,45.9,Fair,,294,ABSENT
10374,153063,XE-RO-5083,Westwide2018_OtherEcoregions,4,7.095528,0.563735,,Poor,Pass,187,ABSENT
10368,153064,XE-LS-5004,CO_EDAS-Biotype1,,,,27.5,Poor,,286,ABSENT
10368,153064,XE-LS-5004,Westwide2018_OtherEcoregions,0,6.893992,0,,Poor,Pass,5,ABSENT
10372,153065,XE-LS-5008,Westwide2018_OtherEcoregions,2,7.120341,0.280885,,Poor,Pass,44,ABSENT
10379,153066,XN-LS-4019,ColumbiaRiverBasin_PIBO,6,16.321543,0.367612,,Poor,Pass,300,ABSENT
10379,153066,XN-LS-4019,Westwide2018_OtherEcoregions,5,6.892911,0.725383,,Fair,Pass,300,ABSENT
10380,153067,XN-RO-4082,ColumbiaRiverBasin_PIBO,8,19.869562,0.402626,,Poor,Fail,300,ABSENT
10380,153067,XN-RO-4082,Westwide2018_OtherEcoregions,6,7.300246,0.82189,,Good,Pass,300,ABSENT
10382,153068,XN-SS-4113,ColumbiaRiverBasin_PIBO,7,12.889286,0.543087,,Poor,Fail,300,ABSENT
10382,153068,XN-SS-4113,Westwide2018_OtherEcoregions,6,7.370647,0.81404,,Good,Pass,294,ABSENT
10383,153069,XN-SS-4124,ColumbiaRiverBasin_PIBO,8,15.99491,0.500159,,Poor,Fail,300,ABSENT
10383,153069,XN-SS-4124,Westwide2018_OtherEcoregions,9,11.670829,0.771153,,Fair,Pass,235,ABSENT
10378,153070,XN-LS-4006,ColumbiaRiverBasin_PIBO,6,17.200731,0.348822,,Poor,Pass,300,ABSENT
10378,153070,XN-LS-4006,Westwide2018_OtherEcoregions,5,7.533668,0.663687,,Fair,Pass,300,ABSENT
10381,153071,XN-SS-4101,ColumbiaRiverBasin_PIBO,5,17.183411,0.290978,,Poor,Fail,300,ABSENT
10381,153071,XN-SS-4101,Westwide2018_OtherEcoregions,3,11.669961,0.25707,,Poor,Pass,112,ABSENT
10373,153072,XE-LS-5010,UTDEQ15,6,9.109054549,0.658685264,,Fair,,400,ABSENT
10373,153072,XE-LS-5010,Westwide2018_OtherEcoregions,3,7.179579,0.417852,,Poor,Pass,245,ABSENT
10370,153073,MS-SS-3106,UTDEQ15,8,8.500775548,0.941090605,,Good,,400,ABSENT
10370,153073,MS-SS-3106,Westwide2018_OtherEcoregions,8,10.360056,0.772197,,Fair,Pass,300,ABSENT
10371,153074,XE-LS-5005,UTDEQ15,5,6.342368541,0.788349016,,Fair,,400,ABSENT
10371,153074,XE-LS-5005,Westwide2018_OtherEcoregions,4,6.869468,0.582287,,Poor,Pass,300,ABSENT
10375,153075,XE-RO-5084,UTDEQ15,4,5.658901111,0.706851016,,Fair,,400,ABSENT
10375,153075,XE-RO-5084,Westwide2018_OtherEcoregions,2,7.510412,0.266297,,Poor,Pass,14,ABSENT
11848,153076,XS-RM-6071,Westwide2018_OtherEcoregions,2,8.921961,0.224166,,Poor,Fail,22,ABSENT
11847,153077,XS-RO-6080,Westwide2018_OtherEcoregions,3,9.943409,0.301707,,Poor,Pass,300,ABSENT
11849,153078,MS-LS-3001,Westwide2018_OtherEcoregions,7,11.117511,0.629637,,Poor,Pass,300,ABSENT
11808,153079,OT-LS-7009,CA_CSCI,,,0.670638263,,Poor,,401,ABSENT
11808,153079,OT-LS-7009,Westwide2018_OtherEcoregions,6,14.523864,0.413113,,Poor,Pass,300,ABSENT
11809,153080,MP-LS-2008,CA_CSCI,,,0.94207256,,Good,,401,ABSENT
11809,153080,MP-LS-2008,Westwide2018_OtherEcoregions,11,12.536816,0.877416,,Good,Pass,300,ABSENT
11807,153081,XS-LS-6017,CA_CSCI,,,0.633607095,,Poor,,401,ABSENT
11807,153081,XS-LS-6017,Westwide2018_OtherEcoregions,5,7.156767,0.698639,,Fair,Pass,300,ABSENT
12715,153082,XS-LS-6001,CA_CSCI,,,0.855483905,,Fair,,401,ABSENT
12715,153082,XS-LS-6001,Westwide2018_OtherEcoregions,10,10.482035,0.954013,,Good,Pass,252,ABSENT
11832,153083,XS-SS-6120,CA_CSCI,,,0.962601247,,Good,,401,ABSENT
11832,153083,XS-SS-6120,Westwide2018_OtherEcoregions,5,7.526854,0.664288,,Fair,Pass,300,ABSENT
11806,153084,XS-SS-6104,CA_CSCI,,,1.059906648,,Good,,401,ABSENT
11806,153084,XS-SS-6104,Westwide2018_OtherEcoregions,10,10.18456,0.981878,,Good,Pass,300,ABSENT
11850,153085,XS-SS-6129,NV_MMI,,,,14.19420904,Impaired,Fail,300,ABSENT
11850,153085,XS-SS-6129,Westwide2018_OtherEcoregions,1,7.374801,0.135597,,Poor,Pass,300,ABSENT
11673,153086,MS-LS-3006,CO_EDAS-Biotype1,,,,60.3,Good,,273,ABSENT
11673,153086,MS-LS-3006,Westwide2018_OtherEcoregions,7,11.070065,0.632336,,Fair,Pass,300,ABSENT
11674,153087,MS-RO-3086,CO_EDAS-Biotype1,,,,52.2,Good,,287,ABSENT
11674,153087,MS-RO-3086,Westwide2018_OtherEcoregions,4,9.843584,0.406356,,Poor,Pass,300,ABSENT
11846,153088,MS-LS-3018,CO_EDAS-Biotype1,,,,46.2,Fair,,301,ABSENT
11846,153088,MS-LS-3018,Westwide2018_OtherEcoregions,10,9.630577,1.038359,,Good,Pass,300,ABSENT
11787,153089,MS-SS-3103,Westwide2018_OtherEcoregions,11,11.217608,0.980601,,Good,Pass,300,ABSENT
11852,153090,MN-LS-1013,OR_WesternCordillera_ColumbiaPlateau,7,14.247095,0.491328,,Poor,Pass,300,ABSENT
11852,153090,MN-LS-1013,Westwide2018_OtherEcoregions,5,7.30133,0.684807,,Fair,Pass,300,ABSENT
11851,153091,MN-RO-1082,OR_WesternCordillera_ColumbiaPlateau,7,12.239285,0.571929,,Poor,Pass,300,ABSENT
11851,153091,MN-RO-1082,Westwide2018_OtherEcoregions,5,7.537434,0.663356,,Fair,Pass,300,ABSENT
11785,153092,MP-LS-2007,OR_MarineWesternCoastalForest,19,19.983038,0.950806,,Good,Pass,300,ABSENT
11785,153092,MP-LS-2007,OR_WesternCordillera_ColumbiaPlateau,17,15.078172,1.127458,,Good,Pass,300,ABSENT
11785,153092,MP-LS-2007,Westwide2018_OtherEcoregions,16,18.173904,0.880383,,Good,Pass,300,ABSENT
11853,153093,MP-SS-2070,OR_MarineWesternCoastalForest,19,20.276503,0.937045,,Good,Pass,300,ABSENT
11853,153093,MP-SS-2070,OR_WesternCordillera_ColumbiaPlateau,15,17.530853,0.855634,,Fair,Pass,300,ABSENT
11853,153093,MP-SS-2070,Westwide2018_OtherEcoregions,17,18.772934,0.905559,,Good,Pass,300,ABSENT
11786,153094,MP-RO-2061,OR_MarineWesternCoastalForest,6,15.595275,0.384732,,Poor,Pass,300,ABSENT
11786,153094,MP-RO-2061,Westwide2018_OtherEcoregions,3,14.496129,0.206952,,Poor,Pass,300,ABSENT
11855,153095,MP-SS-2094,OR_MarineWesternCoastalForest,15,14.882324,1.007907,,Good,Pass,300,ABSENT
11855,153095,MP-SS-2094,Westwide2018_OtherEcoregions,19,21.586824,0.880167,,Good,Pass,300,ABSENT
11854,153096,MP-LS-2013,OR_MarineWesternCoastalForest,13,15.478841,0.839856,,Fair,Pass,300,ABSENT
11854,153096,MP-LS-2013,Westwide2018_OtherEcoregions,14,17.581488,0.796292,,Fair,Pass,300,ABSENT
11784,153097,MN-LS-1021,OR_WesternCordillera_ColumbiaPlateau,11,15.801683,0.696128,,Poor,Pass,300,ABSENT
11784,153097,MN-LS-1021,Westwide2018_OtherEcoregions,4,6.874327,0.581875,,Poor,Pass,300,ABSENT
12727,153098,MN-LS-1005,ColumbiaRiverBasin_PIBO,8,15.573475,0.513694,,Poor,Pass,300,ABSENT
12727,153098,MN-LS-1005,Westwide2018_OtherEcoregions,10,9.09545,1.099451,,Good,Pass,237,ABSENT
11805,153099,XN-LS-4002,NV_MMI,,,,25.96220918,Impaired,Pass,300,ABSENT
11805,153099,XN-LS-4002,Westwide2018_OtherEcoregions,3,8.141321,0.368491,,Poor,Pass,50,ABSENT
11837,153100,XS-LS-6029,NV_MMI,,,,28.74162457,Impaired,Pass,300,ABSENT
11837,153100,XS-LS-6029,Westwide2018_OtherEcoregions,2,7.133296,0.280375,,Poor,Pass,180,ABSENT
11838,153101,XS-LS-6002,NV_MMI,,,,36.76900172,Impaired,Pass,300,ABSENT
11838,153101,XS-LS-6002,Westwide2018_OtherEcoregions,5,9.753243,0.51265,,Poor,Pass,133,ABSENT
11839,153102,XS-RO-6085,NV_MMI,,,,52.54667571,Reference,Pass,300,ABSENT
11839,153102,XS-RO-6085,Westwide2018_OtherEcoregions,2,7.511276,0.266266,,Poor,Pass,251,ABSENT
11840,153103,XS-SS-6115,NV_MMI,,,,50.43984753,Reference,Pass,300,ABSENT
11840,153103,XS-SS-6115,Westwide2018_OtherEcoregions,5,10.754632,0.464916,,Poor,Pass,300,ABSENT
11841,153104,XS-LS-6038,NV_MMI,,,,37.50505647,Impaired,Pass,300,ABSENT
11841,153104,XS-LS-6038,Westwide2018_OtherEcoregions,3,7.354568,0.40791,,Poor,Pass,141,ABSENT
11842,153105,XN-LS-4004,NV_MMI,,,,43.4024442,Impaired,Pass,300,ABSENT
11842,153105,XN-LS-4004,Westwide2018_OtherEcoregions,4,7.37722,0.54221,,Poor,Pass,300,ABSENT
11843,153106,XS-SS-6114,NV_MMI,,,,40.1915125,Impaired,Pass,300,ABSENT
11843,153106,XS-SS-6114,Westwide2018_OtherEcoregions,8,9.11001,0.878155,,Good,Pass,300,ABSENT
11844,153107,XS-SS-6098,NV_MMI,,,,43.53824708,Impaired,Pass,300,ABSENT
11844,153107,XS-SS-6098,Westwide2018_OtherEcoregions,6,9.87631,0.607514,,Poor,Pass,300,ABSENT
11845,153108,XS-SS-6125,NV_MMI,,,,23.26992558,Impaired,Pass,300,ABSENT
11845,153108,XS-SS-6125,Westwide2018_OtherEcoregions,2,7.311931,0.273526,,Poor,Pass,127,ABSENT
11672,153109,XS-RO-6082,NV_MMI,,,,49.60603288,Reference,Pass,300,ABSENT
11672,153109,XS-RO-6082,Westwide2018_OtherEcoregions,3,7.421741,0.404218,,Poor,Pass,300,ABSENT
13514,153110,MN-LS-1020,ColumbiaRiverBasin_PIBO,6,19.757215,0.303687,,Poor,Fail,300,ABSENT
13514,153110,MN-LS-1020,Westwide2018_OtherEcoregions,7,11.715193,0.597515,,Poor,Pass,200,ABSENT
12650,153111,MN-SS-1104,ColumbiaRiverBasin_PIBO,14,14.001939,0.999861,,Good,Pass,300,ABSENT
12650,153111,MN-SS-1104,Westwide2018_OtherEcoregions,13,11.624831,1.118296,,Good,Pass,300,ABSENT
13539,153112,XS-LS-6029,Westwide2018_OtherEcoregions,2,7.133296,0.280375,,Poor,Pass,289,ABSENT
12615,153113,XN-RO-4083,NV_MMI,,,,39.04598974,Impaired,Pass,300,ABSENT
12615,153113,XN-RO-4083,Westwide2018_OtherEcoregions,4,7.561826,0.528973,,Poor,Pass,300,ABSENT
12613,153114,MN-LS-1003,ColumbiaRiverBasin_PIBO,14,15.913498,0.879756,,Good,Pass,300,ABSENT
12613,153114,MN-LS-1003,Westwide2018_OtherEcoregions,12,10.693354,1.122192,,Good,Pass,300,ABSENT
12614,153115,MN-LS-1004,ColumbiaRiverBasin_PIBO,14,16.365294,0.855469,,Good,Pass,300,ABSENT
12614,153115,MN-LS-1004,Westwide2018_OtherEcoregions,12,11.310354,1.060975,,Good,Pass,300,ABSENT
11803,153116,XN-LS-4013,NV_MMI,,,,45.24120704,Undetermined,Pass,300,ABSENT
11803,153116,XN-LS-4013,Westwide2018_OtherEcoregions,4,7.961102,0.502443,,Poor,Pass,261,ABSENT
11804,153117,XN-LS-4017,NV_MMI,,,,53.19689541,Reference,Pass,300,ABSENT
11804,153117,XN-LS-4017,Westwide2018_OtherEcoregions,2,6.916822,0.28915,,Poor,Pass,222,ABSENT
11836,153118,MS-SS-3104,CO_EDAS-Biotype2,,,,8.9,Poor,,19,ABSENT
11836,153118,MS-SS-3104,Westwide2018_OtherEcoregions,1,13.414113,0.074548,,Poor,Pass,2,ABSENT
11833,153119,XE-SS-5130,CO_EDAS-Biotype1,,,,34.5,Poor,,299,ABSENT
11833,153119,XE-SS-5130,Westwide2018_OtherEcoregions,0,6.745764,0,,Poor,Pass,256,ABSENT
11834,153120,MS-LS-3020,CO_EDAS-Biotype1,,,,52.6,Good,,283,ABSENT
11834,153120,MS-LS-3020,Westwide2018_OtherEcoregions,14,14.869367,0.941533,,Good,Pass,300,ABSENT
11835,153121,MS-SS-3113,CO_EDAS-Biotype2,,,,39.9,Poor,,122,ABSENT
11835,153121,MS-SS-3113,Westwide2018_OtherEcoregions,7,13.42698,0.521338,,Poor,Pass,29,ABSENT
12648,153122,MN-SS-1123,ColumbiaRiverBasin_PIBO,15,16.996279,0.882546,,Good,Fail,300,ABSENT
12648,153122,MN-SS-1123,Westwide2018_OtherEcoregions,8,10.276054,0.778509,,Fair,Pass,300,ABSENT
12649,153123,MN-SS-1099,ColumbiaRiverBasin_PIBO,12,13.264984,0.904637,,Good,Pass,300,ABSENT
12649,153123,MN-SS-1099,Westwide2018_OtherEcoregions,9,9.807399,0.917675,,Good,Pass,300,ABSENT
13550,153124,MN-SS-1104,Westwide2018_OtherEcoregions,9,11.624831,0.774205,,Fair,Pass,300,ABSENT
12714,153125,MN-LS-1004,Westwide2018_OtherEcoregions,11,11.310354,0.97256,,Good,Pass,300,ABSENT
13527,153126,XE-RO-5086,Westwide2018_OtherEcoregions,6,7.638324,0.785513,,Fair,Pass,300,ABSENT
13529,153127,OT-LS-7003,Westwide2018_OtherEcoregions,5,8.558035,0.584246,,Poor,Pass,300,ABSENT
13521,153128,XE-SS-5096,Westwide2018_OtherEcoregions,9,11.494245,0.783001,,Fair,Pass,300,ABSENT
13522,153129,XE-SS-5129,Westwide2018_OtherEcoregions,5,9.784327,0.511021,,Poor,Pass,143,ABSENT
13532,153130,MN-LS-1016,Westwide2018_OtherEcoregions,10,12.242614,0.816819,,Good,Pass,300,ABSENT
13531,153131,XE-LS-5002,Westwide2018_OtherEcoregions,5,12.187272,0.410264,,Poor,Pass,300,ABSENT
13530,153132,XE-LS-5013,Westwide2018_OtherEcoregions,1,7.467252,0.133918,,Poor,Pass,300,PRESENT
12647,153133,XN-RM-4073,ColumbiaRiverBasin_PIBO,1,20.479422,0.04883,,Poor,Fail,300,PRESENT
12647,153133,XN-RM-4073,Westwide2018_OtherEcoregions,1,9.051021,0.110485,,Poor,Fail,300,PRESENT
13528,153134,XE-RO-5086,Westwide2018_OtherEcoregions,4,7.638324,0.523675,,Poor,Pass,300,ABSENT
12739,153135,OT-RO-7092,Westwide2018_OtherEcoregions,3,9.063129,0.331012,,Poor,Pass,19,ABSENT
12738,153136,OT-RO-7097,Westwide2018_OtherEcoregions,3,7.906971,0.379412,,Poor,Pass,120,ABSENT
12740,153137,OT-LS-7008,Westwide2018_OtherEcoregions,2,7.702736,0.259648,,Poor,Pass,300,ABSENT
12716,153138,OT-LS-7007,Westwide2018_OtherEcoregions,3,7.966786,0.376563,,Poor,Pass,300,ABSENT
12717,153139,XE-SS-5141,CO_EDAS-Biotype1,,,,23.2,Poor,,305,ABSENT
12717,153139,XE-SS-5141,Westwide2018_OtherEcoregions,4,10.727138,0.372886,,Poor,Pass,294,ABSENT
12719,153140,XE-SS-5098,CO_EDAS-Biotype1,,,,44.4,Fair,,302,ABSENT
12719,153140,XE-SS-5098,Westwide2018_OtherEcoregions,6,9.738361,0.61612,,Poor,Pass,300,ABSENT
12722,153141,MS-LS-3012,CO_EDAS-Biotype1,,,,67.5,Good,,276,ABSENT
12722,153141,MS-LS-3012,Westwide2018_OtherEcoregions,11,11.106574,0.990404,,Good,Pass,300,ABSENT
12721,153142,MS-SS-3125,CO_EDAS-Biotype1,,,,83.8,Good,,307,ABSENT
12721,153142,MS-SS-3125,Westwide2018_OtherEcoregions,7,9.82647,0.712362,,Fair,Pass,300,ABSENT
12720,153143,MS-SS-3130,CO_EDAS-Biotype1,,,,49.7,Fair,,304,ABSENT
12720,153143,MS-SS-3130,Westwide2018_OtherEcoregions,4,9.785687,0.40876,,Poor,Pass,300,ABSENT
12718,153144,MS-LS-3019,CO_EDAS-Biotype1,,,,67,Good,,289,ABSENT
12718,153144,MS-LS-3019,Westwide2018_OtherEcoregions,7,11.073658,0.632131,,Fair,Pass,300,ABSENT
12726,153145,MS-SS-3103,CO_EDAS-Biotype2,,,,77.3,Good,,285,ABSENT
12726,153145,MS-SS-3103,Westwide2018_OtherEcoregions,11,11.217608,0.980601,,Good,Pass,300,ABSENT
12723,153146,MS-SS-3112,CO_EDAS-Biotype2,,,,64.1,Good,,249,ABSENT
12723,153146,MS-SS-3112,Westwide2018_OtherEcoregions,9,9.87739,0.911172,,Good,Pass,300,ABSENT
12621,153147,MP-SS-2083,OR_MarineWesternCoastalForest,13,20.619413,0.630474,,Poor,Pass,300,ABSENT
12621,153147,MP-SS-2083,OR_WesternCordillera_ColumbiaPlateau,10,14.5698,0.686351,,Poor,Pass,300,ABSENT
12621,153147,,Westwide2018_OtherEcoregions,5,7.24058751,0.690551698,,Fair,Pass,320,ABSENT
12622,153148,MP-LS-2011,OR_MarineWesternCoastalForest,17,20.64184,0.82357,,Fair,Fail,300,ABSENT
12622,153148,MP-LS-2011,OR_WesternCordillera_ColumbiaPlateau,16,15.310376,1.045043,,Good,Pass,300,ABSENT
12622,153148,MP-LS-2011,Westwide2018_OtherEcoregions,6,7.890897,0.76037,,Fair,Pass,300,ABSENT
13516,153149,OT-LS-7002,CA_CSCI,,,0.914921219,,Fair,,401,ABSENT
13516,153149,OT-LS-7002,Westwide2018_OtherEcoregions,13,13.774632,0.943764,,Good,Pass,300,ABSENT
13517,153150,MP-LS-2018,CA_CSCI,,,0.842164073,,Fair,,401,ABSENT
13517,153150,MP-LS-2018,Westwide2018_OtherEcoregions,12,14.43816,0.831131,,Good,Pass,300,ABSENT
12623,153151,MP-LS-2006,OR_MarineWesternCoastalForest,20,20.624552,0.969718,,Good,Pass,300,ABSENT
12623,153151,MP-LS-2006,OR_WesternCordillera_ColumbiaPlateau,14,15.430271,0.907307,,Good,Pass,300,ABSENT
12623,153151,MP-LS-2006,Westwide2018_OtherEcoregions,9,9.253449,0.97261,,Good,Pass,300,ABSENT
13519,153152,XN-SS-4128,NV_MMI,,,,34.03899477,Impaired,Pass,300,ABSENT
13518,153152,XN-SS-4128,Westwide2018_OtherEcoregions,5,6.326984,0.790266,,Fair,Pass,281,ABSENT
12620,153153,XN-RO-4084,OR_NorthernBasinRange,4,7.6,0.526315789,,Fair,,300,ABSENT
12620,153153,XN-RO-4084,OR_WesternCordillera_ColumbiaPlateau,7,11.855947,0.590421,,Poor,Pass,300,ABSENT
12620,153153,XN-RO-4084,Westwide2018_OtherEcoregions,2,6.910415,0.289418,,Poor,Pass,300,ABSENT
12646,153154,XN-LS-4016,Westwide2018_OtherEcoregions,2,6.914016,0.289267,,Poor,Pass,300,ABSENT
13525,153155,XE-RM-5073,UTDEQ15,6,7.258567194,0.826609418,,Good,,236,ABSENT
13525,153155,XE-RM-5073,Westwide2018_OtherEcoregions,4,9.085568,0.440259,,Poor,Fail,103,ABSENT
12732,153156,MN-LS-1024,Westwide2018_OtherEcoregions,11,12.96957,0.848139,,Good,Pass,270,ABSENT
12731,153157,MN-LS-1010,Westwide2018_OtherEcoregions,9,10.088143,0.892136,,Good,Pass,300,ABSENT
12730,153158,OT-LS-7016,Westwide2018_OtherEcoregions,2,7.606338,0.262939,,Poor,Pass,300,ABSENT
12729,153159,OT-LS-7015,Westwide2018_OtherEcoregions,3,8.402942,0.357018,,Poor,Pass,300,ABSENT
12733,153160,OT-LS-7011,Westwide2018_OtherEcoregions,1,7.402788,0.135084,,Poor,Pass,10,ABSENT
12734,153161,OT-SS-7113,Westwide2018_OtherEcoregions,5,7.980253,0.626547,,Poor,Pass,190,ABSENT
12735,153162,OT-SS-7129,Westwide2018_OtherEcoregions,4,8.468081,0.472362,,Poor,Pass,300,ABSENT
12736,153163,OT-LS-7004,Westwide2018_OtherEcoregions,3,7.19075,0.417203,,Poor,Pass,222,ABSENT
12737,153164,OT-LS-7020,Westwide2018_OtherEcoregions,2,7.686491,0.260197,,Poor,Pass,197,ABSENT
